Date,Date,Headline
2012-05-10,2012-05-10,"Forex - USD/CHF steady, focus on euro zone"
2012-05-10,2012-05-10,Forex - EUR/GBP rises but still close to 3-1/2 year low
2012-05-10,2012-05-10,Dollar mixed vs. rivals in choppy trade
2012-05-10,2012-05-10,Forex - GBP/USD edges lower ahead of BOE rate statement
2012-05-10,2012-05-10,Forex - USD/JPY edges higher amid Greece concerns
2012-05-10,2012-05-10,"Forex - NZD/USD higher, upside limited by Chinese trade data"
2012-05-10,2012-05-10,Forex - AUD/USD rebounds on Australian employment data
2012-05-10,2012-05-10,"Forex - EUR/USD edges higher, gains limited by Greece deadlock"
2012-05-09,2012-05-09,Forex - EUR/JPY rises as euro sell-off takes a break
2012-05-09,2012-05-09,Forex - AUD/USD up on jobs data
2012-05-09,2012-05-09,Forex - EUR/JPY rises as euro sell-off takes a break
2012-05-09,2012-05-09,Forex - AUD/USD up on jobs data
2012-05-09,2012-05-09,Forex - Dollar extends gains amid ongoing European turmoil
2012-05-09,2012-05-09,Forex - EUR/USD gains ground as Greek-fueled selloff eases
2012-05-09,2012-05-09,Forex - U.S. dollar surges on flight to safety
2012-05-09,2012-05-09,"Forex - EUR/USD lower on Greek fears, Spanish worries"
2012-05-09,2012-05-09,"Dollar broadly stronger as Greece, Spain fears spur flight to safety"
2012-05-09,2012-05-09,Forex - GBP/USD close to 2-week low as Greece concerns persist
2012-05-09,2012-05-09,Forex - EUR/USD hits 3-1/2 month low on euro zone fears
2012-05-09,2012-05-09,"Forex - USD/CAD moves above parity, hits multi-month high"
2012-05-09,2012-05-09,Forex - EUR/JPY falls to almost 3-month low on Greece worries
2012-05-09,2012-05-09,Dollar adds to gains as Greece fears hurt market sentiment
2012-05-09,2012-05-09,Forex - GBP/USD hits 2-week low as euro zone fears weigh
2012-05-09,2012-05-09,Forex - EUR/USD extends decline amid Greece worries
2012-05-09,2012-05-09,Euro broadly lower as Greece political woes weigh
2012-05-09,2012-05-09,"Forex - USD/CHF rises to 2-day high, focus on Greece"
2012-05-09,2012-05-09,Forex - EUR/GBP at 3-1/2 year low amid Greece concerns
2012-05-09,2012-05-09,Dollar broadly higher vs. rivals as E.Z. concerns remain
2012-05-09,2012-05-09,Forex - GBP/USD holds steady as Greece fears dominate
2012-05-09,2012-05-09,Forex - USD/JPY steady in risk-off trade
2012-05-09,2012-05-09,Forex - NZD/USD close to 4-month low on E.Z. fears
2012-05-09,2012-05-09,"Forex - AUD/USD tumbles, Australia PM announces spending cuts"
2012-05-09,2012-05-09,"Forex - EUR/USD close to 3-month low, focus on E.Z. developments"
2012-05-08,2012-05-08,Forex - AUD/USD falls as Greek drama enters new act
2012-05-08,2012-05-08,Forex - EUR/JPY drops on deepening European uncertainty
2012-05-08,2012-05-08,Forex - Dollar extends gains stemming from European woes
2012-05-08,2012-05-08,Forex - EUR/USD extends losses on Greek political cloudiness
2012-05-08,2012-05-08,"Forex - Greenback higher on Greek worries, risk embrace"
2012-05-08,2012-05-08,Forex - EUR/USD holds above 1.300 despite post election fears
2012-05-08,2012-05-08,"Forex - EUR/JPY close to 3-month low, focus on E.Z. woes"
2012-05-08,2012-05-08,Forex - GBP/USD remains lower amid E.Z. fears
2012-05-08,2012-05-08,"Forex - EUR/USD steady, holding above 1.30 level"
2012-05-08,2012-05-08,Euro broadly lower as Greece political woes weigh
2012-05-08,2012-05-08,Forex - USD/CHF advances in risk-off trade
2012-05-08,2012-05-08,Forex - GBP/USD lower as Greece worries weigh
2012-05-08,2012-05-08,Forex - USD/JPY steady amid euro zone uncertainty
2012-05-08,2012-05-08,"Forex - NZD/USD close to 4-month low, E.Z. worries persist"
2012-05-08,2012-05-08,Forex - AUD/USD lower after Australian trade deficit data
2012-05-08,2012-05-08,"Forex - EUR/USD edges down, re-approaching 3-month low"
2012-05-07,2012-05-07,Forex - USD/JPY gains on mounting European political fears
2012-05-07,2012-05-07,Forex - Dollar firms as European elections spook investors
2012-05-07,2012-05-07,Forex - EUR/USD steadies after dropping on European elections
2012-05-07,2012-05-07,Forex - Greenback higher on euro debt worries
2012-05-07,2012-05-07,"Forex - Greek, French elections drive EUR/USD to 3 month low"
2012-05-07,2012-05-07,Dollar pares gains as market sentiment firms up
2012-05-07,2012-05-07,Forex - GBP/USD higher but upside seen limited
2012-05-07,2012-05-07,"Forex - EUR/USD pares losses, remains vulnerable"
2012-05-07,2012-05-07,"Forex - USD/CAD eases off 3-week high, remains supported"
2012-05-07,2012-05-07,Forex - EUR/JPY falls to 3-month low in wake of elections
2012-05-07,2012-05-07,Dollar remains broadly higher after Europe elections
2012-05-07,2012-05-07,"Forex - GBP/USD edges higher, gains limited"
2012-05-07,2012-05-07,Dollar remains broadly higher after Europe elections
2012-05-07,2012-05-07,"Forex - GBP/USD edges higher, gains limited"
2012-05-07,2012-05-07,"Forex - EUR/USD firms up, moves back above 1.30"
2012-05-07,2012-05-07,Euro lower as European election results weigh
2012-05-07,2012-05-07,Forex - USD/CHF pares gains after German factory data
2012-05-07,2012-05-07,Forex - Euro tumbles to 3-1/2 year low against pound
2012-05-07,2012-05-07,Dollar broadly higher vs. rivals after European votes
2012-05-07,2012-05-07,Forex - GBP/USD near 8-day low as Europe concerns weigh
2012-05-07,2012-05-07,Forex - USD/JPY steady as markets eye E.Z. developments
2012-05-07,2012-05-07,Forex - NZD/USD slumps on European elections
2012-05-07,2012-05-07,Forex - AUD/USD falls to 4-month low on euro zone uncertainty
2012-05-07,2012-05-07,"Forex - EUR/USD hits 3-month low after Greece, France elections"
2012-05-07,2012-05-07,Forex - USD/CHF up on economic data
2012-05-07,2012-05-07,Forex - EUR/CHF down in Asian trading hours
2012-05-07,2012-05-07,Forex - USD/CHF up during the Asian session
2012-05-07,2012-05-07,Forex - EUR/GBP down in Asian trade
2012-05-07,2012-05-07,Forex - USD/JPY down in Asian trading hours
2012-05-06,2012-05-06,Forex - GBP/CHF up in Asian trading hours
2012-05-06,2012-05-06,Forex - EUR/USD down during the Asian session
2012-05-06,2012-05-06,Forex - USD/JPY down in Asian trading hours
2012-05-06,2012-05-06,Forex - AUD/USD down on economic data
2012-05-06,2012-05-06,Forex - EUR/JPY down in Asian trade
2012-05-06,2012-05-06,Forex - GBP/JPY down in Asian trading hours
2012-05-06,2012-05-06,Forex - NZD/USD down during the Asian session
2012-05-06,2012-05-06,Forex - GBP/USD down during the Asian session
2012-05-06,2012-05-06,Forex - USD/JPY down in Asian trade
2012-05-06,2012-05-06,Forex - EUR/USD down during the Asian session
2012-05-06,2012-05-06,Forex - EUR/USD weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - GBP/USD weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - NZD/USD weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - AUD/USD weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - USD/CAD weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - USD/CHF weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - USD/JPY weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - USD/CHF weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - USD/JPY weekly outlook: May 7 - 11
2012-05-06,2012-05-06,Forex - Weekly outlook: May 7 - 11
2012-05-04,2012-05-04,Forex - EUR/USD down at the end of U.S. session
2012-05-04,2012-05-04,Forex - GBP/USD down on jobs data
2012-05-04,2012-05-04,"Forex - EUR/USD plunges on political uncertainty, NFP ignored"
2012-05-04,2012-05-04,"Forex - U.S. payrolls miss estimates, greenback falls"
2012-05-04,2012-05-04,"Forex - Political uncertainty, NFP anticipation push EUR/USD lower"
2012-05-04,2012-05-04,Forex - AUD/USD down in European trading hours
2012-05-04,2012-05-04,Forex - USD/CHF up during the European session
2012-05-04,2012-05-04,Forex - EUR/USD down in European trading hours
2012-05-04,2012-05-04,Forex - GBP/USD down during the European session
2012-05-04,2012-05-04,Forex - EUR/GBP down during the European session
2012-05-04,2012-05-04,Forex - GBP/USD up on economic data
2012-05-04,2012-05-04,Forex - EUR/USD down during the Asian session
2012-05-04,2012-05-04,Forex - GBP/USD up in Asian trade
2012-05-04,2012-05-04,Forex - EUR/CHF up in Asian trading hours
2012-05-04,2012-05-04,Forex - USD/CHF down during Asian trade
2012-05-04,2012-05-04,Forex - EUR/GBP down during the Asian session
2012-05-03,2012-05-03,Forex - USD/JPY down during Asian trade
2012-05-03,2012-05-03,Forex - USD/CAD down in Asian trading hours
2012-05-03,2012-05-03,Forex - AUD/USD up during Asian trade
2012-05-03,2012-05-03,Forex - EUR/USD up during the Asian session
2012-05-03,2012-05-03,Forex - EUR/JPY down during Asian trade
2012-05-03,2012-05-03,Forex - GBP/JPY up during the Asian session
2012-05-03,2012-05-03,Forex - EUR/USD down in Asian trade
2012-05-03,2012-05-03,Forex - USD/JPY up during Asian trade
2012-05-03,2012-05-03,Forex - EUR/USD down during the Asian session
2012-05-03,2012-05-03,Forex - NZD/USD up in Asian trade
2012-05-03,2012-05-03,Forex - Greenback broadly higher on safety flight
2012-05-03,2012-05-03,"Forex - EUR/USD lower despite Draghi\'s bullish words, mixed U.S. data"
2012-05-03,2012-05-03,Dollar remains higher vs. rivals after mixed U.S. data
2012-05-03,2012-05-03,Forex - GBP/USD remains lower after U.S. data
2012-05-03,2012-05-03,"Forex - EUR/USD finds support after Draghi, mixed U.S. data"
2012-05-03,2012-05-03,"Forex - USD/CAD trims losses after U.S. jobs data, ECB"
2012-05-03,2012-05-03,Forex - USD/JPY hits session high after jobless claims fall
2012-05-03,2012-05-03,"Dollar remains broadly higher, eyes on Draghi speech"
2012-05-03,2012-05-03,Forex - EUR/USD lower as ECB press conference eyed
2012-05-03,2012-05-03,Forex- GBP/USD lower in cautious trade
2012-05-03,2012-05-03,Euro under pressure as ECB meeting eyed
2012-05-03,2012-05-03,Forex - USD/CHF eases higher in cautious trade
2012-05-03,2012-05-03,Forex - EUR/GBP erases gains after Spain debt auction
2012-05-03,2012-05-03,"Dollar broadly higher vs. rivals, eyes on ECB"
2012-05-03,2012-05-03,Forex- Pound lower against broadly stronger U.S. dollar
2012-05-03,2012-05-03,Forex - USD/JPY edges higher but gains limited
2012-05-03,2012-05-03,"Forex - AUD/USD lower amid growth fears, focus on ECB"
2012-05-03,2012-05-03,Forex - NZD/USD slumps on weak New Zealand employment data
2012-05-03,2012-05-03,Forex - EUR/USD lower as ECB meeting in focus
2012-05-02,2012-05-02,Forex - EUR/JPY drops on weak European manufacturing data
2012-05-02,2012-05-02,Forex - Dollar firms as investors seek safety on Europe data
2012-05-02,2012-05-02,Forex - EUR/USD drops on sour European factory data
2012-05-02,2012-05-02,Forex - NZD/USD down on jobs data
2012-05-02,2012-05-02,Forex - Greenback gains ground on safety flight
2012-05-02,2012-05-02,Forex - EUR/USD trades lower on weak global numbers
2012-05-02,2012-05-02,"Dollar higher vs. rivals after weak U.S., euro zone data"
2012-05-02,2012-05-02,Forex - GBP/USD remains lower amid growth concerns
2012-05-02,2012-05-02,"Forex - EUR/USD remains lower, eyes on ECB meeting"
2012-05-02,2012-05-02,Forex - USD/CAD hits fresh session high after ADP report
2012-05-02,2012-05-02,Forex - EUR/JPY falls to 12-day low as sentiment wanes
2012-05-02,2012-05-02,Dollar extends gains vs. rivals after U.S. ADP report
2012-05-02,2012-05-02,Forex - GBP/USD hits 3-day low in risk-off trade
2012-05-02,2012-05-02,Forex - EUR/USD hits 7-day low ahead of ADP data
2012-05-02,2012-05-02,"Euro broadly lower after dismal euro zone PMI, jobs data"
2012-05-02,2012-05-02,Forex - EUR/GBP hits fresh 22-month low after dismal EZ data
2012-05-02,2012-05-02,Forex - USD/CHF rises to 7-day high in risk-off trade
2012-05-02,2012-05-02,Dollar broadly higher vs. rivals as risk aversion escalates
2012-05-02,2012-05-02,Forex - EUR/USD extends losses after weak euro zone data
2012-05-02,2012-05-02,Forex - GBP/USD lower ahead of U.K. economic reports
2012-05-02,2012-05-02,Forex - USD/JPY rises to 3-day high on strong PMI data
2012-05-02,2012-05-02,Forex - Kiwi edges lower against broadly higher greenback
2012-05-02,2012-05-02,Forex - AUD/USD steady after U.S. ISM report
2012-05-02,2012-05-02,Forex - EUR/USD lower after strong U.S. manufacturing report
2012-05-01,2012-05-01,Forex - USD/JPY firms on U.S. manufacturing data
2012-05-01,2012-05-01,"Forex - Dollar firms on U.S. factory data, pending jobs reports"
2012-05-01,2012-05-01,Forex - EUR/USD steady to lower on strong U.S. factory data
2012-05-01,2012-05-01,Forex - U.S. dollar claws higher on strong manufacturing data
2012-05-01,2012-05-01,"Forex - EUR/USD slips on strong U.S. data, Spanish fears"
2012-05-01,2012-05-01,Dollar broadly higher after robust U.S. ISM report
2012-05-01,2012-05-01,Forex - Pound extends losses against broadly higher greenback
2012-05-01,2012-05-01,Forex - EUR/USD erases gains on strong U.S. PMI data
2012-05-01,2012-05-01,Forex - USD/CAD pushes higher ahead of U.S. ISM data
2012-05-01,2012-05-01,"Forex - EUR/JPY higher, upside limited by Spain worries"
2012-05-01,2012-05-01,Dollar remains mixed vs. rivals ahead of U.S. PMI data
2012-05-01,2012-05-01,"Forex - GBP/USD close to 2-day low on U.K. PMI, E.Z. worries"
2012-05-01,2012-05-01,Forex - EUR/USD holds gains amid E.Z. concerns
2012-05-01,2012-05-01,Forex - EUR/GBP higher after poor U.K. manufacturing PMI
2012-05-01,2012-05-01,Dollar mixed vs. rivals amid Spain debt woes
2012-05-01,2012-05-01,Forex - GBP/USD extends losses after weak U.K. PMI data
2012-05-01,2012-05-01,Forex - GBP/USD edges lower ahead of U.K. PMI
2012-05-01,2012-05-01,Forex - USD/JPY hits 2-and-a-half month low in risk-off trade
2012-05-01,2012-05-01,Forex - NZD/USD lower after RBA rate cut
2012-05-01,2012-05-01,Forex - AUD/USD tumbles after larger-than-expected RBA rate cut
2012-05-01,2012-05-01,"Forex - EUR/USD edges higher, economic worries persist"
2012-04-30,2012-04-30,Forex - USD/CAD firms on Canadian growth figures
2012-04-30,2012-04-30,Forex - Dollar edges up on Spanish recession
2012-04-30,2012-04-30,Forex - EUR/USD steady as Spain officially enters a recession
2012-04-30,2012-04-30,Forex - NZD/USD down in Asian trade
2012-04-30,2012-04-30,Spanish recession triggers greenback safety flight
2012-04-30,2012-04-30,Forex -EUR/USD lower on Spanish recession despite weak U.S. data
2012-04-30,2012-04-30,"Dollar modestly higher amid Fed easing concerns, Spain woes"
2012-04-30,2012-04-30,"Forex - GBP/USD lower, focus on Spain debt woes"
2012-04-30,2012-04-30,Forex - EUR/USD trims losses after weak U.S. data
2012-04-30,2012-04-30,"Forex - GBP/USD lower, focus on Spain debt woes"
2012-04-30,2012-04-30,Forex - EUR/USD trims losses after weak U.S. data
2012-04-30,2012-04-30,Forex - USD/CAD hits session high after disappointing Canadian GDP
2012-04-30,2012-04-30,Forex - EUR/JPY falls to 9-day low in risk-off trade
2012-04-30,2012-04-30,Dollar gains ground as Spain woes spur safe haven demand
2012-04-30,2012-04-30,"Forex - GBP/USD off 8-month high, remains supported"
2012-04-30,2012-04-30,Forex - EUR/USD hits session low on Spain fears
2012-04-30,2012-04-30,Euro broadly lower as Spain woes weigh
2012-04-30,2012-04-30,"Forex - USD/CHF higher, gains capped by Fed easing expectations"
2012-04-30,2012-04-30,Forex - Euro hits fresh 22-month low against stronger pound
2012-04-30,2012-04-30,"Dollar rangebound after GDP data, Spain worries re-emerge"
2012-04-30,2012-04-30,Forex - GBP/USD steady close to 8-month high
2012-04-30,2012-04-30,"Forex - USD/JPY hits 2-month low on Fed easing hopes, BoJ steps"
2012-04-30,2012-04-30,"Forex - AUD/USD lower after Australian data, focus on E.Z."
2012-04-30,2012-04-30,Forex - NZD/USD steady after mixed New Zealand data
2012-04-30,2012-04-30,Forex - EUR/USD steady amid Fed easing concerns
2012-04-29,2012-04-29,Forex - EUR/JPY drops ahead of Spanish growth numbers
2012-04-29,2012-04-29,"Forex - Dollar regains composure, looks past GDP data"
2012-04-29,2012-04-29,Forex - EUR/USD slips as market looks past U.S. data
2012-04-29,2012-04-29,Forex - GBP/USD up during the Asian session
2012-04-29,2012-04-29,Forex - NZD/USD up on economic data
2012-04-29,2012-04-29,Forex - USD/JPY up in Asian trade
2012-04-29,2012-04-29,Forex - EUR/USD down during the Asian session
2012-04-29,2012-04-29,Forex - EUR/USD weekly outlook: April 30 - May 4
2012-04-29,2012-04-29,Forex - GBP/USD - weekly outlook: April 30 - May 4
2012-04-29,2012-04-29,Forex - USD/CAD weekly outlook: April 30 - May 4
2012-04-29,2012-04-29,Forex - NZD/USD weekly outlook: April 30 - May 4
2012-04-29,2012-04-29,Forex - AUD/USD weekly outlook: April 30 - May 4
2012-04-29,2012-04-29,Forex - USD/JPY weekly outlook: April 30 - May 4
2012-04-29,2012-04-29,Forex - USD/CHF weekly outlook: April 30 - May 4
2012-04-29,2012-04-29,Forex - Weekly outlook: April 30- May 4
2012-04-27,2012-04-27,Forex - USD/JPY drops on U.S. growth data
2012-04-27,2012-04-27,Forex - Dollar falls on weak U.S. GDP data
2012-04-27,2012-04-27,Forex - EUR/USD gains on weak U.S. GDP data
2012-04-27,2012-04-27,Forex - Greenback lower on weak GDP despite sentiment jump
2012-04-27,2012-04-27,"Forex - EUR/USD higher on GDP anticipation, Swiss numbers"
2012-04-27,2012-04-27,Forex - AUD/USD up in European trading hours
2012-04-27,2012-04-27,Forex - EUR/JPY down during European trade
2012-04-27,2012-04-27,Forex - EUR/USD up during the European session
2012-04-27,2012-04-27,Forex - USD/CHF up in European trading hours
2012-04-27,2012-04-27,Forex - GBP/USD up during the European session
2012-04-27,2012-04-27,Forex - EUR/USD down on economic data
2012-04-27,2012-04-27,Forex - EUR/USD down during the Asian session
